traffic_type,app,split,protocol_id,rtt,rtt_valid,syn_count,fin_count,rst_count,n_dst_ips,n_dst_ports,n_src_ports,conn_per_sec,packet_sizes,iats,directions
metaverse,Zepeto,pretrain,0,0.02775,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.02775, 0.000482, 0.000762, 0.02801, 0.071808, 0.00037, 0.026315, 0.119277, 0.126171, 1.457289, 0.000101, 0.000279]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.032457,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.032457, 0.000546, 0.001598, 0.033143, 0.127687, 0.000321, 0.026113, 0.048016, 0.042756, 0.006007, 0.550135, 0.000125, 0.000351]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, 1, -1, -1]"
metaverse,Zepeto,test,0,0.028257,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.028257, 0.000351, 0.001721, 0.032996, 0.199237, 0.000668, 0.000533, 0.031974, 0.001948, 0.090603, 1.183144, 0.00023, 0.000832, 0.023457]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.028936,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1786, 40, 40, 2394, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 10000, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.028936, 0.000566, 0.000943, 0.03059, 0.084382, 0.000767, 0.000617, 0.02847, 0.077052, 0.043054, 0.005783, 0.000228, 0.000201, 0.000186, 0.000161, 0.000244, 0.000227, 0.000248, 0.000176, 0.012035, 0.005441, 0.000218, 0.00711, 0.000214, 0.000288, 0.01014, 0.007981, 0.000242, 0.000231, 0.000219, 0.011402, 0.000302, 0.000261, 0.000928, 0.000258, 0.000235, 0.00023, 9.2e-05, 0.000131, 0.000225, 0.000187, 16.035179, 0.000239, 9.3e-05, 0.043429]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.023873,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1536, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.023873, 0.000363, 0.001032, 0.03048, 0.19169, 0.027074, 0.005265, 0.049679, 0.000537, 0.000403, 0.000408, 0.000253, 0.000124, 0.041348, 0.001008, 0.000483, 0.00045, 1.195516, 7.1e-05, 0.000207]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.024384,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.024384, 0.000552, 0.174427, 0.026947, 0.098585, 0.025506, 0.000426, 0.047497, 0.001637, 0.000928, 0.005326, 0.000899, 0.018943, 0.00355, 0.000645, 0.00055, 16.175295, 0.00013, 0.000366]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.025521,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.025521, 0.000475, 0.018694, 0.036334, 0.07854, 0.026167, 0.251674, 0.04362, 12.303779, 0.000131, 0.000327]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,downstream_train,0,0.029285,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.029285, 0.000394, 0.000804, 0.034981, 0.204915, 0.033408, 0.105089, 0.043334, 13.930587, 9.2e-05, 0.000235]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.033809,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.033809, 0.000365, 0.000922, 0.046812, 0.252543, 0.023677, 0.045492, 0.057479, 22.719093, 0.000218, 0.000377]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,downstream_train,0,0.034801,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.034801, 0.000179, 0.00051, 0.034091, 0.136766, 0.027481, 0.341047, 0.044927, 0.548117, 0.000129, 7.3e-05, 0.024963]","[1, -1, 1, -1, 1, -1, 1, -1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.03457,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.03457, 6.4e-05, 0.001213, 0.026909, 0.215407, 0.001007, 0.029134, 0.259915, 0.04477, 0.557123, 0.008862, 0.000151, 0.01947]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,downstream_train,0,0.035894,True,1,1,2,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.035894, 0.000506, 0.001596, 0.026301, 0.013344, 0.008576, 0.000569, 0.000914, 0.000634, 7.1e-05, 0.028468, 6.1e-05]","[1, -1, 1, -1, 1, 1, -1, -1, -1, 1, -1, 1, -1]"
metaverse,Zepeto,pretrain,0,0.037292,True,1,0,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40]","[0.0, 0.037292, 0.000348, 0.001407, 0.033505, 0.008272, 0.000396]","[1, -1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.02537,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.02537, 0.001143, 0.000334, 0.023988, 0.087002, 0.029475, 0.041196, 0.140182, 20.482737, 0.001768, 0.00026, 0.022398]","[1, -1, 1, -1, 1, -1, 1, -1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.024199,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.024199, 0.00034, 0.001572, 0.027718, 0.141544, 0.027023, 0.009148, 0.261807, 20.53813, 6.7e-05, 0.000278]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.033561,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.033561, 0.000257, 0.001809, 0.027276, 0.096033, 0.033798, 0.000522, 0.165205, 0.001346, 0.016545, 0.001416, 0.009051, 0.001176, 0.000937, 20.418648, 0.000139, 0.00033]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1]"
metaverse,Zepeto,test,0,0.018742,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 3062, 40, 40, 40, 40, 40, 4894, 10000, 40, 40, 40, 40, 40, 40]","[0.0, 0.018742, 0.000481, 0.000694, 0.036011, 0.086868, 0.000646, 0.00042, 0.041434, 0.002164, 0.159571, 0.000612, 0.01037, 0.002322, 0.001131, 0.019271, 0.000719, 0.001222, 0.000193, 0.011131, 0.000823, 0.000615, 0.000611, 0.002113, 0.00047, 0.000232, 0.040046, 20.168584, 0.000188, 7.9e-05, 0.024011]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, -1, -1, 1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.026481,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.026481, 0.000394, 0.000822, 0.025382, 0.073121, 0.030236, 0.040122, 0.106506, 19.823128, 0.000166, 0.000519]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.036007,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.036007, 0.00068, 0.000593, 0.024414, 0.123538, 0.000613, 0.000433, 0.031985, 0.002028, 0.072896, 19.88612, 0.000611, 9.3e-05, 0.027153]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.040998,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.040998, 0.000359, 0.000875, 0.023198, 0.115149, 0.031589, 0.15259, 0.039135, 15.687567, 0.000173, 0.000528]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.025726,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.025726, 0.000153, 0.001404, 0.033372, 0.145669, 0.027797, 0.115113, 0.135431, 25.311295, 0.00019, 0.000108, 0.037228]","[1, -1, 1, -1, 1, -1, 1, -1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,test,0,0.030227,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.030227, 0.000379, 0.000892, 0.032581, 0.205743, 0.000347, 0.028366, 0.044518, 0.039011, 15.8293, 9.8e-05, 3.2e-05, 0.026093]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,downstream_train,0,0.028144,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.028144, 0.000361, 0.000647, 0.031451, 0.078182, 0.0231, 0.25157, 0.042873, 0.410093, 0.000157, 0.000564]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,test,0,0.27531,True,1,1,2,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.27531, 0.000129, 0.005314, 0.043921, 0.013922, 0.000412, 0.001555, 0.000217, 0.000375, 0.000795, 5.3e-05, 0.850675, 0.000494]","[1, -1, 1, -1, 1, -1, -1, -1, -1, -1, 1, -1, 1, -1]"
metaverse,Zepeto,pretrain,0,0.269123,True,1,1,2,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.269123, 0.000223, 0.004431, 0.044527, 0.012552, 0.002437, 0.000374, 0.000154, 0.000189, 0.000319, 8e-06, 0.848327, 0.000533]","[1, -1, 1, -1, 1, -1, -1, -1, -1, -1, 1, -1, 1, -1]"
metaverse,Zepeto,pretrain,0,0.26102,True,1,1,2,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.26102, 0.00028, 0.00523, 0.043362, 0.016884, 0.001967, 0.000678, 0.000287, 0.000605, 1.1e-05, 0.845171, 0.000421]","[1, -1, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1, -1]"
metaverse,Zepeto,pretrain,0,0.124975,True,1,1,2,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.124975, 0.000216, 0.004077, 0.045457, 0.010349, 0.000472, 0.000122, 0.003974, 0.00067, 5.4e-05, 0.850064, 0.000387]","[1, -1, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1, -1]"
metaverse,Zepeto,pretrain,0,0.046934,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.046934, 0.000751, 0.002063, 0.317378, 0.080173, 0.232657, 0.19687, 0.091268, 2.337607, 0.000134, 0.000622]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,test,0,0.04093,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.04093, 0.000561, 0.002259, 0.317175, 0.158779, 0.154073, 0.196922, 0.091226, 2.659275, 0.000269, 0.000108, 0.370958]","[1, -1, 1, -1, 1, -1, 1, -1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.068926,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.068926, 0.000963, 0.001156, 0.025298, 0.024845, 0.251004, 0.849097, 6.347496, 0.00015, 0.000461]","[1, -1, 1, -1, 1, -1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.304898,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.304898, 0.00081, 0.001718, 0.038371, 0.011372, 0.14325, 0.124038, 0.160246, 0.376865, 2.802684, 9.6e-05, 0.000247]","[1, -1, 1, -1, 1, 1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,downstream_train,0,0.041604,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.041604, 0.000293, 0.000483, 0.03433, 0.075772, 0.00059, 0.000375, 0.031866, 0.459587, 0.047812, 0.651193, 0.0001, 0.000288]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.036532,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.036532, 0.000175, 0.000691, 0.034129, 0.148031, 0.023463, 0.396933, 0.047651, 0.613206, 6e-05, 0.000173]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,test,0,0.031255,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.031255, 0.000148, 0.000855, 0.033967, 0.217359, 0.000412, 0.026774, 0.324653, 0.047312, 0.655847, 0.0005, 0.000107, 0.02535]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,test,0,0.077857,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.077857, 0.000522, 0.000863, 0.042954, 0.218927, 0.000866, 0.000636, 0.033208, 1.256974, 0.063449, 1.056644, 0.000214, 6.4e-05, 0.11054]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.066448,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.066448, 0.000503, 0.000882, 0.042936, 0.29317, 0.023971, 1.193564, 0.063399, 1.057853, 0.002725, 7.6e-05, 0.107003]","[1, -1, 1, -1, 1, -1, 1, -1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.061744,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.061744, 0.000488, 0.001575, 0.041313, 0.37132, 0.000454, 0.031552, 1.108399, 0.063344, 1.080213, 0.000101, 3.4e-05, 0.087414]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.058297,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.058297, 0.000471, 0.001617, 0.042178, 0.014553, 0.425621, 0.022057, 1.0493, 0.050856, 0.018548, 0.000142, 0.000785]","[1, -1, 1, -1, 1, 1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,downstream_train,0,0.053645,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.053645, 0.000457, 0.001639, 0.041227, 0.509904, 0.038197, 0.964476, 0.060175, 0.009502, 9e-05, 0.000865]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.049782,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.049782, 0.000442, 0.00166, 0.041205, 0.583748, 0.037071, 0.891854, 0.06241, 1.16671, 4.7e-05, 0.001162]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,downstream_train,0,0.042816,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.042816, 0.000412, 0.00196, 0.041788, 0.719736, 0.034493, 0.758117, 0.061874, 1.166793, 2.7e-05, 0.001206]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.040021,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.040021, 0.000358, 0.001013, 0.040695, 0.788429, 0.000299, 0.019215, 0.705426, 0.059412, 0.01112, 0.001272, 0.000179, 0.034564]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.037191,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.037191, 0.00033, 0.001188, 0.041423, 0.862434, 0.000528, 0.032475, 0.617232, 0.061587, 1.166828, 2.4e-05, 0.001276]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.033184,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.033184, 0.000396, 0.002511, 0.040329, 0.932961, 0.00034, 0.025498, 0.555187, 0.058834, 0.034137, 0.001107, 0.000244, 0.064435]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.024479,True,1,1,2,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.024479, 0.000466, 0.003179, 0.027807, 0.008479, 0.001654, 0.000773, 0.001057, 0.004583, 6.7e-05, 0.013714, 6.6e-05]","[1, -1, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1, -1]"
metaverse,Zepeto,pretrain,0,0.028109,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.028109, 0.000199, 0.001184, 0.033689, 0.077343, 0.030451, 0.255067, 0.043922, 24.73318, 0.000541, 6.6e-05, 0.027297]","[1, -1, 1, -1, 1, -1, 1, -1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.025828,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.025828, 0.000399, 0.001657, 0.033411, 0.139702, 0.036132, 0.180942, 0.043583, 25.367509, 0.000131, 0.000365]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.025005,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.025005, 0.000395, 0.000474, 0.0353, 0.202606, 0.027276, 0.121001, 0.043364, 25.399998, 0.000143, 6.3e-05, 0.033528]","[1, -1, 1, -1, 1, -1, 1, -1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.019908,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.019908, 0.000278, 0.000894, 0.032714, 0.275951, 0.000479, 0.00032, 0.029291, 0.047218, 0.034182, 0.008984, 25.3509, 0.000313, 5e-05, 0.057496]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.024043,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.024043, 0.000401, 0.001642, 0.032667, 0.339936, 0.000341, 0.024782, 0.009683, 0.076222, 25.342208, 0.000171, 0.000303]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,test,0,0.029609,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 1536, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.029609, 0.000498, 0.001014, 0.027066, 0.143169, 0.02758, 0.041424, 0.042129, 0.000502, 0.000557, 0.000434, 0.00206, 0.002977, 0.000328, 0.000226, 0.00018, 7.3e-05, 7.2e-05, 0.016713, 0.007185, 0.000645, 0.000495, 0.000477, 0.000441, 0.000253, 0.004217, 0.007155, 25.01207, 0.00017, 7.7e-05, 0.024473]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.069457,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.069457, 0.001283, 0.00186, 0.031832, 0.927482, 0.185735, 0.004154, 0.0721, 26.927976, 0.000134, 0.000608]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.064303,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.064303, 0.000827, 0.00193, 0.030184, 0.068382, 0.000669, 0.000499, 0.024531, 0.835114, 0.206662, 26.676576, 8.5e-05, 0.000222]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.057912,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.057912, 0.000724, 0.001989, 0.03018, 0.138603, 0.00071, 0.025208, 0.764901, 0.198868, 21.145081, 0.000166, 8.5e-05, 0.030713]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.044733,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.044733, 0.000941, 0.001776, 0.030118, 0.207168, 0.000483, 0.027084, 0.694747, 0.292888, 27.469819, 0.000113, 0.000309]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.041596,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.041596, 0.000889, 0.00183, 0.030058, 0.283078, 0.026258, 0.620206, 0.198756, 21.145929, 0.000157, 8.3e-05, 0.030028]","[1, -1, 1, -1, 1, -1, 1, -1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.039171,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.039171, 0.001043, 0.001685, 0.029995, 0.353075, 0.000311, 0.025521, 0.550903, 0.306433, 27.456949, 0.000113, 0.000248]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.036801,True,1,2,0,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.036801, 0.000432, 0.001072, 0.02977, 0.421897, 0.000758, 0.000212, 0.030848, 0.474853, 0.198421, 21.152299, 0.000283, 9.8e-05, 0.023589]","[1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, -1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.033449,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.033449, 0.000764, 0.000855, 0.037003, 0.481696, 0.026274, 0.410216, 0.198397, 21.194228, 0.00017, 0.000815]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.029589,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.029589, 0.00057, 0.000953, 0.036867, 0.56237, 0.024398, 0.331661, 0.198164, 21.19463, 0.000174, 0.000818]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,downstream_train,0,0.028074,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.028074, 0.000277, 0.003656, 0.028979, 0.628564, 0.028943, 0.260969, 0.198136, 21.60341, 9.7e-05, 0.000269]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.023872,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.023872, 0.000886, 0.002869, 0.028828, 0.708397, 0.000534, 0.029424, 0.180624, 0.197653, 21.606394, 0.00071, 0.0004]","[1, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, -1, -1]"
metaverse,Zepeto,pretrain,0,0.027175,True,1,1,1,19,6,1136,0.168056,"[60, 48, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[0.0, 0.027175, 0.000313, 0.002218, 0.029376, 0.773691, 0.029062, 0.110315, 0.197606, 21.708151, 0.00013, 0.000308]","[1, -1, 1, -1, 1, -1, 1, -1, 1, 1, -1, -1]"
